Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Omschrijving
22-03-2025;06:00:00;22-03-2025;06:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;06:15:00;22-03-2025;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;
22-03-2025;06:15:00;22-03-2025;06:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;06:30:00;22-03-2025;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
22-03-2025;06:30:00;22-03-2025;06:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;06:45:00;22-03-2025;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,067;kWh;Uitgelezen;
22-03-2025;06:45:00;22-03-2025;07:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;07:00:00;22-03-2025;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,059;kWh;Uitgelezen;
22-03-2025;07:00:00;22-03-2025;07:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;07:15:00;22-03-2025;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,049;kWh;Uitgelezen;
22-03-2025;07:15:00;22-03-2025;07:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;07:30:00;22-03-2025;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
22-03-2025;07:30:00;22-03-2025;07:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;07:45:00;22-03-2025;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;
22-03-2025;07:45:00;22-03-2025;08:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;08:00:00;22-03-2025;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,046;kWh;Uitgelezen;
22-03-2025;08:00:00;22-03-2025;08:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;08:15:00;22-03-2025;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,095;kWh;Uitgelezen;
22-03-2025;08:15:00;22-03-2025;08:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;08:30:00;22-03-2025;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,032;kWh;Uitgelezen;
22-03-2025;08:30:00;22-03-2025;08:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,005;kWh;Uitgelezen;
22-03-2025;08:45:00;22-03-2025;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,023;kWh;Uitgelezen;
22-03-2025;08:45:00;22-03-2025;09:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,007;kWh;Uitgelezen;
22-03-2025;09:00:00;22-03-2025;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,237;kWh;Uitgelezen;
22-03-2025;09:00:00;22-03-2025;09:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,004;kWh;Uitgelezen;
22-03-2025;09:15:00;22-03-2025;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,336;kWh;Uitgelezen;
22-03-2025;09:15:00;22-03-2025;09:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,013;kWh;Uitgelezen;
22-03-2025;09:30:00;22-03-2025;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,007;kWh;Uitgelezen;
22-03-2025;09:30:00;22-03-2025;09:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,055;kWh;Uitgelezen;
22-03-2025;09:45:00;22-03-2025;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,003;kWh;Uitgelezen;
22-03-2025;09:45:00;22-03-2025;10:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,069;kWh;Uitgelezen;
22-03-2025;10:00:00;22-03-2025;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,136;kWh;Uitgelezen;
22-03-2025;10:00:00;22-03-2025;10:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,038;kWh;Uitgelezen;
22-03-2025;10:15:00;22-03-2025;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,028;kWh;Uitgelezen;
22-03-2025;10:15:00;22-03-2025;10:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,010;kWh;Uitgelezen;
22-03-2025;10:30:00;22-03-2025;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,108;kWh;Uitgelezen;
22-03-2025;10:30:00;22-03-2025;10:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;10:45:00;22-03-2025;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,121;kWh;Uitgelezen;
22-03-2025;10:45:00;22-03-2025;11:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;11:00:00;22-03-2025;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,092;kWh;Uitgelezen;
22-03-2025;11:00:00;22-03-2025;11:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;11:15:00;22-03-2025;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,161;kWh;Uitgelezen;
22-03-2025;11:15:00;22-03-2025;11:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,006;kWh;Uitgelezen;
22-03-2025;11:30:00;22-03-2025;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,561;kWh;Uitgelezen;
22-03-2025;11:30:00;22-03-2025;11:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;11:45:00;22-03-2025;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,042;kWh;Uitgelezen;
22-03-2025;11:45:00;22-03-2025;12:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,141;kWh;Uitgelezen;
22-03-2025;12:00:00;22-03-2025;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;12:00:00;22-03-2025;12:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,075;kWh;Uitgelezen;
22-03-2025;12:15:00;22-03-2025;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;12:15:00;22-03-2025;12:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,131;kWh;Uitgelezen;
22-03-2025;12:30:00;22-03-2025;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;12:30:00;22-03-2025;12:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,133;kWh;Uitgelezen;
22-03-2025;12:45:00;22-03-2025;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,002;kWh;Uitgelezen;
22-03-2025;12:45:00;22-03-2025;13:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,118;kWh;Uitgelezen;
22-03-2025;13:00:00;22-03-2025;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;13:00:00;22-03-2025;13:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,268;kWh;Uitgelezen;
22-03-2025;13:15:00;22-03-2025;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;13:15:00;22-03-2025;13:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,793;kWh;Uitgelezen;
22-03-2025;13:30:00;22-03-2025;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;13:30:00;22-03-2025;13:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,299;kWh;Uitgelezen;
22-03-2025;13:45:00;22-03-2025;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;13:45:00;22-03-2025;14:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,183;kWh;Uitgelezen;
22-03-2025;14:00:00;22-03-2025;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;14:00:00;22-03-2025;14:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,285;kWh;Uitgelezen;
22-03-2025;14:15:00;22-03-2025;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;14:15:00;22-03-2025;14:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,719;kWh;Uitgelezen;
22-03-2025;14:30:00;22-03-2025;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;14:30:00;22-03-2025;14:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,514;kWh;Uitgelezen;
22-03-2025;14:45:00;22-03-2025;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;14:45:00;22-03-2025;15:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,422;kWh;Uitgelezen;
22-03-2025;15:00:00;22-03-2025;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;15:00:00;22-03-2025;15:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,607;kWh;Uitgelezen;
22-03-2025;15:15:00;22-03-2025;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;15:15:00;22-03-2025;15:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,793;kWh;Uitgelezen;
22-03-2025;15:30:00;22-03-2025;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;15:30:00;22-03-2025;15:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,497;kWh;Uitgelezen;
22-03-2025;15:45:00;22-03-2025;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;15:45:00;22-03-2025;16:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,761;kWh;Uitgelezen;
22-03-2025;16:00:00;22-03-2025;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;16:00:00;22-03-2025;16:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,555;kWh;Uitgelezen;
22-03-2025;16:15:00;22-03-2025;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;16:15:00;22-03-2025;16:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,640;kWh;Uitgelezen;
22-03-2025;16:30:00;22-03-2025;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;16:30:00;22-03-2025;16:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,520;kWh;Uitgelezen;
22-03-2025;16:45:00;22-03-2025;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;16:45:00;22-03-2025;17:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,586;kWh;Uitgelezen;
22-03-2025;17:00:00;22-03-2025;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;17:00:00;22-03-2025;17:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,576;kWh;Uitgelezen;
22-03-2025;17:15:00;22-03-2025;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;17:15:00;22-03-2025;17:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,496;kWh;Uitgelezen;
22-03-2025;17:30:00;22-03-2025;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,000;kWh;Uitgelezen;
22-03-2025;17:30:00;22-03-2025;17:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,312;kWh;Uitgelezen;
22-03-2025;17:45:00;22-03-2025;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,025;kWh;Uitgelezen;
22-03-2025;17:45:00;22-03-2025;18:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,060;kWh;Uitgelezen;
22-03-2025;18:00:00;22-03-2025;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,324;kWh;Uitgelezen;
22-03-2025;18:00:00;22-03-2025;18:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;18:15:00;22-03-2025;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,094;kWh;Uitgelezen;
22-03-2025;18:15:00;22-03-2025;18:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,001;kWh;Uitgelezen;
22-03-2025;18:30:00;22-03-2025;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,101;kWh;Uitgelezen;
22-03-2025;18:30:00;22-03-2025;18:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;18:45:00;22-03-2025;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,103;kWh;Uitgelezen;
22-03-2025;18:45:00;22-03-2025;19:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;19:00:00;22-03-2025;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,112;kWh;Uitgelezen;
22-03-2025;19:00:00;22-03-2025;19:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;19:15:00;22-03-2025;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,221;kWh;Uitgelezen;
22-03-2025;19:15:00;22-03-2025;19:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;19:30:00;22-03-2025;19:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,517;kWh;Uitgelezen;
22-03-2025;19:30:00;22-03-2025;19:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;19:45:00;22-03-2025;20:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,092;kWh;Uitgelezen;
22-03-2025;19:45:00;22-03-2025;20:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;20:00:00;22-03-2025;20:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,083;kWh;Uitgelezen;
22-03-2025;20:00:00;22-03-2025;20:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;20:15:00;22-03-2025;20:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,077;kWh;Uitgelezen;
22-03-2025;20:15:00;22-03-2025;20:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;20:30:00;22-03-2025;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
22-03-2025;20:30:00;22-03-2025;20:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;20:45:00;22-03-2025;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,057;kWh;Uitgelezen;
22-03-2025;20:45:00;22-03-2025;21:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;21:00:00;22-03-2025;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,093;kWh;Uitgelezen;
22-03-2025;21:00:00;22-03-2025;21:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;21:15:00;22-03-2025;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,076;kWh;Uitgelezen;
22-03-2025;21:15:00;22-03-2025;21:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;21:30:00;22-03-2025;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,085;kWh;Uitgelezen;
22-03-2025;21:30:00;22-03-2025;21:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;21:45:00;22-03-2025;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,075;kWh;Uitgelezen;
22-03-2025;21:45:00;22-03-2025;22:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;22:00:00;22-03-2025;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,069;kWh;Uitgelezen;
22-03-2025;22:00:00;22-03-2025;22:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;22:15:00;22-03-2025;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
22-03-2025;22:15:00;22-03-2025;22:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;22:30:00;22-03-2025;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,078;kWh;Uitgelezen;
22-03-2025;22:30:00;22-03-2025;22:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;22:45:00;22-03-2025;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,080;kWh;Uitgelezen;
22-03-2025;22:45:00;22-03-2025;23:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;23:00:00;22-03-2025;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,070;kWh;Uitgelezen;
22-03-2025;23:00:00;22-03-2025;23:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;23:15:00;22-03-2025;23:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,085;kWh;Uitgelezen;
22-03-2025;23:15:00;22-03-2025;23:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;23:30:00;22-03-2025;23:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,083;kWh;Uitgelezen;
22-03-2025;23:30:00;22-03-2025;23:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
22-03-2025;23:45:00;23-03-2025;00:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,075;kWh;Uitgelezen;
22-03-2025;23:45:00;23-03-2025;00:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;00:00:00;23-03-2025;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
23-03-2025;00:00:00;23-03-2025;00:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;00:15:00;23-03-2025;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
23-03-2025;00:15:00;23-03-2025;00:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;00:30:00;23-03-2025;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,050;kWh;Uitgelezen;
23-03-2025;00:30:00;23-03-2025;00:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;00:45:00;23-03-2025;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,051;kWh;Uitgelezen;
23-03-2025;00:45:00;23-03-2025;01:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;01:00:00;23-03-2025;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,073;kWh;Uitgelezen;
23-03-2025;01:00:00;23-03-2025;01:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;01:15:00;23-03-2025;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,071;kWh;Uitgelezen;
23-03-2025;01:15:00;23-03-2025;01:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;01:30:00;23-03-2025;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,068;kWh;Uitgelezen;
23-03-2025;01:30:00;23-03-2025;01:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;01:45:00;23-03-2025;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
23-03-2025;01:45:00;23-03-2025;02:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;02:00:00;23-03-2025;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
23-03-2025;02:00:00;23-03-2025;02:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;02:15:00;23-03-2025;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,065;kWh;Uitgelezen;
23-03-2025;02:15:00;23-03-2025;02:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;02:30:00;23-03-2025;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,064;kWh;Uitgelezen;
23-03-2025;02:30:00;23-03-2025;02:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;02:45:00;23-03-2025;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen;
23-03-2025;02:45:00;23-03-2025;03:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;03:00:00;23-03-2025;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,074;kWh;Uitgelezen;
23-03-2025;03:00:00;23-03-2025;03:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;03:15:00;23-03-2025;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;
23-03-2025;03:15:00;23-03-2025;03:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;03:30:00;23-03-2025;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,081;kWh;Uitgelezen;
23-03-2025;03:30:00;23-03-2025;03:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;03:45:00;23-03-2025;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,070;kWh;Uitgelezen;
23-03-2025;03:45:00;23-03-2025;04:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;04:00:00;23-03-2025;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,056;kWh;Uitgelezen;
23-03-2025;04:00:00;23-03-2025;04:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;04:15:00;23-03-2025;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,061;kWh;Uitgelezen;
23-03-2025;04:15:00;23-03-2025;04:30:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;04:30:00;23-03-2025;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,072;kWh;Uitgelezen;
23-03-2025;04:30:00;23-03-2025;04:45:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;04:45:00;23-03-2025;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,084;kWh;Uitgelezen;
23-03-2025;04:45:00;23-03-2025;05:00:00;="541448860014138595";1SAG3100549120;Digitale meter;Injectie Nacht;0,000;kWh;Uitgelezen;
23-03-2025;05:00:00;23-03-2025;05:15:00;="541448860014138595";1SAG3100549120;Digitale meter;Afname Nacht;0,090;kWh;Uitgelezen;
