Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Calorische bovenwaarde;Omschrijving
11-09-2024;19:00:00;11-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,022;m³;Uitgelezen;;
11-09-2024;19:00:00;11-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,249;kWh;Uitgelezen;Definitief;
11-09-2024;20:00:00;11-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,191;m³;Uitgelezen;;
11-09-2024;20:00:00;11-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,158;kWh;Uitgelezen;Definitief;
11-09-2024;21:00:00;11-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
11-09-2024;21:00:00;11-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
11-09-2024;22:00:00;11-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
11-09-2024;22:00:00;11-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
11-09-2024;23:00:00;12-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
11-09-2024;23:00:00;12-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;00:00:00;12-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;00:00:00;12-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;01:00:00;12-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;01:00:00;12-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;02:00:00;12-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;02:00:00;12-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;03:00:00;12-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;03:00:00;12-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;04:00:00;12-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;04:00:00;12-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;05:00:00;12-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;05:00:00;12-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;06:00:00;12-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;06:00:00;12-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;07:00:00;12-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;07:00:00;12-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;08:00:00;12-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;08:00:00;12-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;09:00:00;12-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;09:00:00;12-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;10:00:00;12-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;10:00:00;12-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;11:00:00;12-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;11:00:00;12-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;12:00:00;12-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;12:00:00;12-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;13:00:00;12-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;13:00:00;12-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;14:00:00;12-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;14:00:00;12-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;15:00:00;12-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;15:00:00;12-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;16:00:00;12-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;16:00:00;12-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;17:00:00;12-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;17:00:00;12-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;18:00:00;12-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,058;m³;Uitgelezen;;
12-09-2024;18:00:00;12-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,655;kWh;Uitgelezen;Definitief;
12-09-2024;19:00:00;12-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,352;m³;Uitgelezen;;
12-09-2024;19:00:00;12-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,977;kWh;Uitgelezen;Definitief;
12-09-2024;20:00:00;12-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;20:00:00;12-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;21:00:00;12-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;21:00:00;12-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;22:00:00;12-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;22:00:00;12-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
12-09-2024;23:00:00;13-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
12-09-2024;23:00:00;13-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;00:00:00;13-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,001;m³;Uitgelezen;;
13-09-2024;00:00:00;13-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;kWh;Uitgelezen;Definitief;
13-09-2024;01:00:00;13-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;01:00:00;13-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;02:00:00;13-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;02:00:00;13-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;03:00:00;13-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;03:00:00;13-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;04:00:00;13-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;04:00:00;13-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;05:00:00;13-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;05:00:00;13-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;06:00:00;13-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,038;m³;Uitgelezen;;
13-09-2024;06:00:00;13-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,429;kWh;Uitgelezen;Definitief;
13-09-2024;07:00:00;13-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,044;m³;Uitgelezen;;
13-09-2024;07:00:00;13-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,497;kWh;Uitgelezen;Definitief;
13-09-2024;08:00:00;13-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,005;m³;Uitgelezen;;
13-09-2024;08:00:00;13-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,056;kWh;Uitgelezen;Definitief;
13-09-2024;09:00:00;13-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;09:00:00;13-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;10:00:00;13-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;10:00:00;13-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;11:00:00;13-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;11:00:00;13-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;12:00:00;13-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;12:00:00;13-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;13:00:00;13-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;13:00:00;13-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;14:00:00;13-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;14:00:00;13-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;15:00:00;13-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;15:00:00;13-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;16:00:00;13-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;16:00:00;13-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;17:00:00;13-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,091;m³;Uitgelezen;;
13-09-2024;17:00:00;13-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,028;kWh;Uitgelezen;Definitief;
13-09-2024;18:00:00;13-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;18:00:00;13-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;19:00:00;13-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;19:00:00;13-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
13-09-2024;20:00:00;13-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,158;m³;Uitgelezen;;
13-09-2024;20:00:00;13-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,785;kWh;Uitgelezen;Definitief;
13-09-2024;21:00:00;13-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,022;m³;Uitgelezen;;
13-09-2024;21:00:00;13-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,249;kWh;Uitgelezen;Definitief;
13-09-2024;22:00:00;13-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,247;m³;Uitgelezen;;
13-09-2024;22:00:00;13-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,790;kWh;Uitgelezen;Definitief;
13-09-2024;23:00:00;14-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
13-09-2024;23:00:00;14-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;00:00:00;14-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;00:00:00;14-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;01:00:00;14-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;01:00:00;14-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;02:00:00;14-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;02:00:00;14-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;03:00:00;14-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;03:00:00;14-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;04:00:00;14-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,062;m³;Uitgelezen;;
14-09-2024;04:00:00;14-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,700;kWh;Uitgelezen;Definitief;
14-09-2024;05:00:00;14-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,457;m³;Uitgelezen;;
14-09-2024;05:00:00;14-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,163;kWh;Uitgelezen;Definitief;
14-09-2024;06:00:00;14-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,794;m³;Uitgelezen;;
14-09-2024;06:00:00;14-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,970;kWh;Uitgelezen;Definitief;
14-09-2024;07:00:00;14-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,135;m³;Uitgelezen;;
14-09-2024;07:00:00;14-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,525;kWh;Uitgelezen;Definitief;
14-09-2024;08:00:00;14-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,042;m³;Uitgelezen;;
14-09-2024;08:00:00;14-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,474;kWh;Uitgelezen;Definitief;
14-09-2024;09:00:00;14-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,020;m³;Uitgelezen;;
14-09-2024;09:00:00;14-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,226;kWh;Uitgelezen;Definitief;
14-09-2024;10:00:00;14-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;10:00:00;14-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;11:00:00;14-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;11:00:00;14-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;12:00:00;14-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;12:00:00;14-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;13:00:00;14-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;13:00:00;14-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;14:00:00;14-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;14:00:00;14-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;15:00:00;14-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;15:00:00;14-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;16:00:00;14-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;16:00:00;14-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;17:00:00;14-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;17:00:00;14-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;18:00:00;14-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;18:00:00;14-09-2024;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;19:00:00;14-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;19:00:00;14-09-2024;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;20:00:00;14-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;20:00:00;14-09-2024;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;21:00:00;14-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;21:00:00;14-09-2024;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;22:00:00;14-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
14-09-2024;22:00:00;14-09-2024;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
14-09-2024;23:00:00;15-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,002;m³;Uitgelezen;;
14-09-2024;23:00:00;15-09-2024;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,023;kWh;Uitgelezen;Definitief;
15-09-2024;00:00:00;15-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;00:00:00;15-09-2024;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;01:00:00;15-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;01:00:00;15-09-2024;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;02:00:00;15-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;02:00:00;15-09-2024;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;03:00:00;15-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;03:00:00;15-09-2024;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;04:00:00;15-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,029;m³;Uitgelezen;;
15-09-2024;04:00:00;15-09-2024;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,328;kWh;Uitgelezen;Definitief;
15-09-2024;05:00:00;15-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,044;m³;Uitgelezen;;
15-09-2024;05:00:00;15-09-2024;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,497;kWh;Uitgelezen;Definitief;
15-09-2024;06:00:00;15-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,061;m³;Uitgelezen;;
15-09-2024;06:00:00;15-09-2024;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,689;kWh;Uitgelezen;Definitief;
15-09-2024;07:00:00;15-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,740;m³;Uitgelezen;;
15-09-2024;07:00:00;15-09-2024;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,360;kWh;Uitgelezen;Definitief;
15-09-2024;08:00:00;15-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;08:00:00;15-09-2024;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;09:00:00;15-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;09:00:00;15-09-2024;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;10:00:00;15-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,216;m³;Uitgelezen;;
15-09-2024;10:00:00;15-09-2024;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,440;kWh;Uitgelezen;Definitief;
15-09-2024;11:00:00;15-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,047;m³;Uitgelezen;;
15-09-2024;11:00:00;15-09-2024;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,531;kWh;Uitgelezen;Definitief;
15-09-2024;12:00:00;15-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;12:00:00;15-09-2024;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;13:00:00;15-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;13:00:00;15-09-2024;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;14:00:00;15-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;14:00:00;15-09-2024;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;15:00:00;15-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;15:00:00;15-09-2024;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;16:00:00;15-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
15-09-2024;16:00:00;15-09-2024;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
15-09-2024;17:00:00;15-09-2024;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
