Van (datum);Van (tijdstip);Tot (datum);Tot (tijdstip);EAN-code;Meter;Metertype;Register;Volume;Eenheid;Validatiestatus;Calorische bovenwaarde;Omschrijving
18-04-2023;01:00:00;18-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,287;kWh;Uitgelezen;Definitief;
18-04-2023;02:00:00;18-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,265;m³;Uitgelezen;;
18-04-2023;02:00:00;18-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,019;kWh;Uitgelezen;Definitief;
18-04-2023;03:00:00;18-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,943;m³;Uitgelezen;;
18-04-2023;03:00:00;18-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;10,744;kWh;Uitgelezen;Definitief;
18-04-2023;04:00:00;18-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,769;m³;Uitgelezen;;
18-04-2023;04:00:00;18-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,762;kWh;Uitgelezen;Definitief;
18-04-2023;05:00:00;18-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,390;m³;Uitgelezen;;
18-04-2023;05:00:00;18-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,443;kWh;Uitgelezen;Definitief;
18-04-2023;06:00:00;18-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;06:00:00;18-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;07:00:00;18-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,018;m³;Uitgelezen;;
18-04-2023;07:00:00;18-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,205;kWh;Uitgelezen;Definitief;
18-04-2023;08:00:00;18-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;08:00:00;18-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;09:00:00;18-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;09:00:00;18-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;10:00:00;18-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;10:00:00;18-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;11:00:00;18-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;11:00:00;18-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;12:00:00;18-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;12:00:00;18-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;13:00:00;18-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;13:00:00;18-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;14:00:00;18-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;14:00:00;18-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;15:00:00;18-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;15:00:00;18-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;16:00:00;18-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;16:00:00;18-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;17:00:00;18-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;17:00:00;18-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;18:00:00;18-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,357;m³;Uitgelezen;;
18-04-2023;18:00:00;18-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,067;kWh;Uitgelezen;Definitief;
18-04-2023;19:00:00;18-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,064;m³;Uitgelezen;;
18-04-2023;19:00:00;18-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,729;kWh;Uitgelezen;Definitief;
18-04-2023;20:00:00;18-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,244;m³;Uitgelezen;;
18-04-2023;20:00:00;18-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,780;kWh;Uitgelezen;Definitief;
18-04-2023;21:00:00;18-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
18-04-2023;21:00:00;18-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
18-04-2023;22:00:00;18-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,021;m³;Uitgelezen;;
18-04-2023;22:00:00;18-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,239;kWh;Uitgelezen;Definitief;
18-04-2023;23:00:00;19-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,001;m³;Uitgelezen;;
18-04-2023;23:00:00;19-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,011;kWh;Uitgelezen;Definitief;
19-04-2023;00:00:00;19-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;00:00:00;19-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;01:00:00;19-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;01:00:00;19-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;02:00:00;19-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;02:00:00;19-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;03:00:00;19-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;03:00:00;19-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;04:00:00;19-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,006;m³;Uitgelezen;;
19-04-2023;04:00:00;19-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,068;kWh;Uitgelezen;Definitief;
19-04-2023;05:00:00;19-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,071;m³;Uitgelezen;;
19-04-2023;05:00:00;19-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,809;kWh;Uitgelezen;Definitief;
19-04-2023;06:00:00;19-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,056;m³;Uitgelezen;;
19-04-2023;06:00:00;19-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,638;kWh;Uitgelezen;Definitief;
19-04-2023;07:00:00;19-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,046;m³;Uitgelezen;;
19-04-2023;07:00:00;19-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,524;kWh;Uitgelezen;Definitief;
19-04-2023;08:00:00;19-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;08:00:00;19-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;09:00:00;19-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;09:00:00;19-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;10:00:00;19-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;10:00:00;19-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;11:00:00;19-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;11:00:00;19-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;12:00:00;19-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;12:00:00;19-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;13:00:00;19-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;13:00:00;19-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;14:00:00;19-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;14:00:00;19-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;15:00:00;19-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;15:00:00;19-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;16:00:00;19-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;16:00:00;19-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;17:00:00;19-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;17:00:00;19-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;18:00:00;19-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,180;m³;Uitgelezen;;
19-04-2023;18:00:00;19-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;2,051;kWh;Uitgelezen;Definitief;
19-04-2023;19:00:00;19-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,022;m³;Uitgelezen;;
19-04-2023;19:00:00;19-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,251;kWh;Uitgelezen;Definitief;
19-04-2023;20:00:00;19-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;20:00:00;19-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;21:00:00;19-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;21:00:00;19-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;22:00:00;19-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;22:00:00;19-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
19-04-2023;23:00:00;20-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
19-04-2023;23:00:00;20-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;00:00:00;20-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;00:00:00;20-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;01:00:00;20-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,005;m³;Uitgelezen;;
20-04-2023;01:00:00;20-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,057;kWh;Uitgelezen;Definitief;
20-04-2023;02:00:00;20-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,099;m³;Uitgelezen;;
20-04-2023;02:00:00;20-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,128;kWh;Uitgelezen;Definitief;
20-04-2023;03:00:00;20-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,113;m³;Uitgelezen;;
20-04-2023;03:00:00;20-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,287;kWh;Uitgelezen;Definitief;
20-04-2023;04:00:00;20-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,118;m³;Uitgelezen;;
20-04-2023;04:00:00;20-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,344;kWh;Uitgelezen;Definitief;
20-04-2023;05:00:00;20-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,964;m³;Uitgelezen;;
20-04-2023;05:00:00;20-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;10,983;kWh;Uitgelezen;Definitief;
20-04-2023;06:00:00;20-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,827;m³;Uitgelezen;;
20-04-2023;06:00:00;20-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,422;kWh;Uitgelezen;Definitief;
20-04-2023;07:00:00;20-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,157;m³;Uitgelezen;;
20-04-2023;07:00:00;20-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,789;kWh;Uitgelezen;Definitief;
20-04-2023;08:00:00;20-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;08:00:00;20-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;09:00:00;20-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;09:00:00;20-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;10:00:00;20-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;10:00:00;20-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;11:00:00;20-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;11:00:00;20-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;12:00:00;20-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;12:00:00;20-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;13:00:00;20-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;13:00:00;20-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;14:00:00;20-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;14:00:00;20-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;15:00:00;20-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;15:00:00;20-04-2023;16:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;16:00:00;20-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;16:00:00;20-04-2023;17:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;17:00:00;20-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,474;m³;Uitgelezen;;
20-04-2023;17:00:00;20-04-2023;18:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;5,400;kWh;Uitgelezen;Definitief;
20-04-2023;18:00:00;20-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,396;m³;Uitgelezen;;
20-04-2023;18:00:00;20-04-2023;19:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;4,512;kWh;Uitgelezen;Definitief;
20-04-2023;19:00:00;20-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,038;m³;Uitgelezen;;
20-04-2023;19:00:00;20-04-2023;20:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,433;kWh;Uitgelezen;Definitief;
20-04-2023;20:00:00;20-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;20:00:00;20-04-2023;21:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;21:00:00;20-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;21:00:00;20-04-2023;22:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;22:00:00;20-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
20-04-2023;22:00:00;20-04-2023;23:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
20-04-2023;23:00:00;21-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,085;m³;Uitgelezen;;
20-04-2023;23:00:00;21-04-2023;00:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,968;kWh;Uitgelezen;Definitief;
21-04-2023;00:00:00;21-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,284;m³;Uitgelezen;;
21-04-2023;00:00:00;21-04-2023;01:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;3,236;kWh;Uitgelezen;Definitief;
21-04-2023;01:00:00;21-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,857;m³;Uitgelezen;;
21-04-2023;01:00:00;21-04-2023;02:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;9,764;kWh;Uitgelezen;Definitief;
21-04-2023;02:00:00;21-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,759;m³;Uitgelezen;;
21-04-2023;02:00:00;21-04-2023;03:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;8,648;kWh;Uitgelezen;Definitief;
21-04-2023;03:00:00;21-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,109;m³;Uitgelezen;;
21-04-2023;03:00:00;21-04-2023;04:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;1,242;kWh;Uitgelezen;Definitief;
21-04-2023;04:00:00;21-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;04:00:00;21-04-2023;05:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;05:00:00;21-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;05:00:00;21-04-2023;06:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;06:00:00;21-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;06:00:00;21-04-2023;07:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;07:00:00;21-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;07:00:00;21-04-2023;08:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;08:00:00;21-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;08:00:00;21-04-2023;09:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;09:00:00;21-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;09:00:00;21-04-2023;10:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;10:00:00;21-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;10:00:00;21-04-2023;11:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;11:00:00;21-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;11:00:00;21-04-2023;12:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;12:00:00;21-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;12:00:00;21-04-2023;13:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;13:00:00;21-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;13:00:00;21-04-2023;14:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
21-04-2023;14:00:00;21-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;m³;Uitgelezen;;
21-04-2023;14:00:00;21-04-2023;15:00:00;="541448860014724224";7FLO2121295011;Digitale meter;Afname;0,000;kWh;Uitgelezen;Definitief;
